HIP,RAICRS,DEICRS,Plx,e_Plx,Vmag,B-V,SpType,pmRA,pmDE
60632,186.39572982,1.28510778,10.95,1.29,9.66,0.445,sdF5,-33.90,-470.50
60633,186.39599310,21.83271632,24.07,1.50,10.05,1.130,K7,-84.88,-167.19
60634,186.39752281,-10.03835002,1.90,1.09,8.49,1.442,K5,-26.24,-24.28
60635,186.40078692,-26.81132257,15.27,0.89,7.69,0.488,F5V,-129.54,-44.99
60636,186.40128631,-7.61327543,2.58,1.76,9.11,1.089,K0,-14.73,4.49
60637,186.40515778,49.88775739,1.99,1.09,8.85,1.281,K1IV,7.44,-3.07
60638,186.40949088,-86.15059684,4.26,0.53,6.32,1.065,K0III,-4.91,-6.56
60639,186.41383598,-57.33428071,3.88,1.01,8.17,0.130,B9.5V,-15.56,0.38
60640,186.41428573,23.35111193,1.61,0.96,7.65,1.190,K0,-39.29,13.52
60641,186.41929241,-0.28224273,7.61,0.95,7.72,0.795,G5,-80.58,27.02
60642,186.43143629,-25.76779809,20.14,1.64,10.07,0.970,,-121.18,73.23
60643,186.43775450,44.73476174,4.71,1.79,8.27,0.483,F5,-71.21,-4.79
60644,186.44379342,-64.02194007,25.93,0.69,6.99,0.537,F8/G0V,-181.60,-60.80
60645,186.45767941,-4.86187740,14.31,1.19,8.19,0.498,F6V,-27.64,-34.11
60646,186.46248809,39.01869867,14.35,0.60,5.01,0.955,G8III-IV,-78.10,-34.00
60647,186.46314991,-46.48514706,5.36,1.28,9.06,0.398,F2V,-42.76,-6.08
60648,186.46340545,-1.11040161,26.04,1.92,10.26,1.202,K7V,-309.98,-78.14
60649,186.46650316,26.77669123,11.39,1.09,8.34,0.449,F6V,-12.46,-9.79
60651,186.46922909,-74.18563532,4.12,1.02,9.74,0.417,A1m...,-18.49,5.43
60650,186.46939892,-76.88371862,3.87,0.73,8.27,1.537,K2/K3III,4.00,-16.57
60652,186.47277723,62.18209941,22.65,1.17,9.65,0.924,K0,-327.48,83.31
60653,186.47632784,-17.24829304,14.82,1.03,8.72,0.636,G5V,-184.27,-81.85
60654,186.47782213,-36.15400243,2.21,1.22,9.22,1.059,K1,-16.13,-1.80
60655,186.47842403,4.19974413,3.86,0.95,7.44,1.110,K0,-16.50,4.50
60657,186.48156710,19.73075084,3.22,1.43,9.93,0.900,K2,-2.49,-14.58
60658,186.48469935,-45.42942289,12.11,1.40,9.49,0.692,G5V,68.42,-51.37
60659,186.48885758,42.36694388,8.54,1.29,8.96,0.387,F8,-68.97,7.39
60660,186.49367808,-11.88985863,5.43,1.04,8.90,1.114,K0,-0.95,-2.50
60661,186.49438392,8.06249896,25.08,1.85,10.34,1.254,M0,-129.11,-110.85
60662,186.49636728,-48.85393382,17.79,2.05,10.73,1.120,G:,-595.66,-117.28
60663,186.49743567,-17.92901437,1.49,0.96,8.14,1.411,K3III,4.05,14.35
60665,186.49870483,-14.94771989,16.19,0.81,7.15,0.505,F6V,-118.62,-25.16
60664,186.49898826,25.68170579,2.64,1.21,8.24,1.097,K0III,-10.24,-12.30
60666,186.50002934,43.11822876,3.49,1.15,8.65,1.160,K0III,10.16,-14.82
60667,186.50362214,2.04199681,7.12,0.88,7.33,0.059,A0,-45.15,2.92
60668,186.50508779,-49.58827282,5.20,0.78,6.92,0.092,A0V,-56.72,14.99
60669,186.50952067,30.12396721,3.70,1.36,9.76,0.452,F5,-29.48,-6.67
60670,186.51018262,-39.95235704,8.80,1.37,9.08,0.982,K0/K1IV,-65.76,-10.87
60671,186.51074519,39.89428531,4.96,0.91,8.22,0.397,F2,-6.32,-0.45
60672,186.51365995,15.86391763,4.35,0.80,6.74,1.095,K0,-0.08,9.88
60673,186.51578655,69.69940773,2.79,1.01,8.95,1.419,K5,-0.87,-2.15
60674,186.51950850,-52.00747611,2.02,2.34,9.02,1.236,K1/K2III,-9.30,2.81
60675,186.52171544,29.22528053,3.45,1.44,9.68,1.010,K0III,0.78,-26.05
60676,186.52714949,55.91079795,-0.03,1.18,9.24,1.034,K0,4.63,3.33
60677,186.52816600,-50.27733000,6.76,1.93,10.08,0.630,G5,-11.80,5.04
60678,186.53190601,52.67662595,9.74,0.88,8.31,0.494,F8,-1.94,-2.97
60679,186.53307615,-55.96976871,17.65,1.42,9.23,0.842,K0V,-112.70,143.92
60680,186.53458544,-4.48071935,6.87,1.52,7.65,0.450,F5,24.83,0.13
60681,186.54055297,38.97539439,2.00,0.98,9.01,1.170,K1III,-4.46,-9.39
60682,186.54601020,-37.69063685,10.11,1.28,9.02,0.488,F6V,-175.33,-6.82
60683,186.54841472,-32.32120030,0.97,1.34,9.35,-0.160,B2III/IV,-27.81,4.91
60684,186.54876468,16.11295481,12.99,2.45,10.94,,,122.22,-158.41
60685,186.55346493,75.71912971,5.08,0.69,7.89,1.199,K0,-12.00,4.74
60686,186.56551939,51.32076630,6.66,1.46,10.05,0.437,G0,-18.89,23.76
60687,186.56756543,-32.15127630,0.78,1.11,8.26,0.135,A1V,-27.35,-1.31
60688,186.57025183,0.51476565,4.03,0.95,8.30,1.068,K0,-46.43,-6.80
60689,186.57482482,-51.36271650,15.76,1.45,9.25,0.638,G5V,-72.09,-49.06
60690,186.57957686,-7.33009677,12.51,0.97,8.29,0.486,F8,28.01,6.91
60691,186.58100293,-24.27210820,8.37,1.19,8.23,0.678,G2V,-40.19,-34.20
60693,186.58428294,54.58867167,2.20,0.83,7.51,1.572,K2,-30.63,1.65
60692,186.58455580,-52.01862765,-1.31,7.90,10.59,0.482,,2.72,-4.02
60694,186.58719219,68.68803997,2.40,0.98,9.51,1.334,M5,-11.74,7.51
60695,186.59185820,35.93301035,31.13,5.50,11.76,2.800,K:,-494.32,54.99
60696,186.59914715,37.11388094,4.15,1.01,8.20,1.400,K2IV,-33.33,10.94
60697,186.60030726,27.26826273,11.92,0.75,4.92,0.277,F0p,-14.80,-10.40
60699,186.60197202,71.92988373,8.38,0.55,6.33,1.028,G8III:,-150.27,-23.30
60698,186.60221780,39.88912453,2.18,1.04,8.53,1.212,K1IV,-31.31,-18.02
60700,186.60862585,22.67221146,5.34,1.51,9.75,1.300,K5,15.68,-6.26
60701,186.61043509,-43.26066542,2.94,1.23,8.58,1.658,M2III,-17.85,-6.82
60702,186.61707309,-6.04064807,0.18,1.46,9.53,1.388,K5,-20.88,-5.39
60703,186.62148339,-31.62874744,4.79,1.05,8.54,0.411,F2V,-16.81,5.28
60704,186.62428954,54.55648535,26.14,1.80,10.39,0.979,K2,14.65,-213.39
60705,186.62470298,14.57201864,2.15,1.03,8.04,1.040,K0,-29.80,-6.56
60706,186.62668211,18.89033510,11.97,1.39,9.05,0.602,G5,-2.07,18.98
60707,186.62981352,52.47682271,7.05,2.10,9.60,0.684,G5,-77.52,-32.31
60708,186.63040312,-19.31614406,4.30,0.89,7.90,0.407,F3III/IV,-39.46,-16.11
60709,186.63135719,-44.74876659,3.94,0.95,7.60,0.205,A3V,-29.53,10.56
60710,186.63245078,-51.45061150,8.16,0.69,4.82,-0.141,B3Vn,-31.04,-9.83
60711,186.63260855,-13.79491742,5.14,0.93,8.34,0.423,F3IV/V,-33.03,-3.08
60712,186.63581798,55.15942583,6.90,0.67,7.03,0.105,Am,13.00,10.29
60713,186.63868634,2.44234180,1.95,1.29,8.72,1.080,G5,7.58,-6.41
60714,186.63927244,7.89376298,0.36,1.07,7.94,1.299,K2,-1.27,1.61
60715,186.64342690,-14.98729044,3.85,0.90,8.18,1.036,K0III,-31.16,-20.67
60716,186.64616211,76.38449962,2.53,0.77,8.45,0.218,A3,-15.61,11.21
60717,186.64782385,-41.54572107,2.06,1.12,8.61,0.273,A6III,-18.26,2.16
60718,186.64975585,-63.09905586,10.17,0.67,0.77,-0.243,B0.5IV,-35.37,-14.73
60719,186.65388342,5.30256922,4.53,1.06,8.03,0.607,G0,-167.62,-24.87
60720,186.65705672,20.95223837,4.34,1.44,10.25,0.071,A0,-16.42,-2.09
60721,186.65775812,-44.55997486,7.86,1.35,9.34,0.709,G3/G5V,-177.16,10.93
60722,186.65896273,-27.18375784,2.09,1.19,8.24,0.968,K0III,-46.77,-44.03
60723,186.66653740,-28.83064313,5.13,1.82,9.87,0.433,F2V,-6.95,0.67
60724,186.66968489,-54.82320875,2.71,0.96,7.97,1.322,K1III,-9.28,-10.19
60725,186.68201764,81.47397283,3.40,0.82,9.21,0.364,F0,13.02,-3.55
60726,186.69116088,-0.18331780,8.29,1.32,7.72,0.300,A5,-42.99,0.68
60727,186.69882227,-5.59212340,8.07,0.95,7.55,0.427,F2,13.95,-16.46
60728,186.70263280,48.66154270,6.70,0.89,7.92,1.070,K1III,-32.27,-0.62
60729,186.70296553,-48.91299818,37.50,0.72,6.25,0.674,G5IV-V,-642.01,-79.23
60730,186.70552997,-44.48692465,4.25,0.98,8.28,-0.046,B8/B9V,19.24,-17.56
60731,186.70792431,51.20578471,2.66,0.71,7.37,1.414,K2,-75.06,0.06
60732,186.70885637,77.35226021,3.26,0.85,8.70,1.622,M0,4.30,-7.40
60733,186.70947855,55.17489232,4.00,2.51,11.40,1.322,K3,-261.85,-40.30
60734,186.71416799,-71.20957956,6.97,1.07,9.47,0.885,G8IV/V,23.63,5.03
60735,186.71539248,-32.83004764,6.38,0.74,5.56,0.007,B9V,-5.65,-30.09
60736,186.71654588,-24.77668207,4.65,1.44,8.94,1.319,K2III,2.97,-10.35
60737,186.71815556,-60.75386176,0.50,1.24,9.41,-0.020,B2/B3V:n,-6.36,0.15
60738,186.72165399,14.04386971,4.11,1.18,8.89,0.990,K0,-10.11,-31.88
60739,186.72476307,69.72993287,18.83,0.81,8.47,0.658,G0,-107.46,-180.33
60740,186.72999006,-29.06531889,9.21,1.54,9.56,0.670,G3V,-62.38,-18.16
60741,186.73399844,-47.59220178,6.28,1.17,8.31,1.053,K0III,13.18,-15.44
60742,186.73469831,28.26861975,19.18,0.83,4.35,1.128,K2IIICN+...,-83.41,-80.99
60743,186.73578592,-47.39672455,4.71,1.21,8.29,1.252,K1III,37.61,-20.61
60744,186.74539677,-52.70290594,7.96,0.86,6.99,1.201,K1III,-85.04,-11.37
60745,186.74546579,-8.82963943,8.19,0.92,7.90,0.360,F2,-73.66,12.15
60746,186.74710034,26.82572160,11.56,0.75,4.98,0.088,A4V,-11.58,-9.23
60747,186.74931617,1.56701987,10.95,1.77,10.48,0.706,F8,46.33,-327.71
60748,186.75225230,0.11954237,6.88,1.10,8.92,0.900,G5,-53.98,-2.34
60749,186.75294899,-3.53468950,13.84,1.86,8.45,0.657,G5,118.51,-93.28
60750,186.75678115,-3.54041318,13.84,1.86,10.42,0.917,,118.51,-93.28
60751,186.75891478,-60.75450254,3.31,1.46,9.73,1.330,K2III,-27.72,5.03
60753,186.76082858,-22.38971007,11.35,0.86,7.89,0.523,F7V,-126.34,32.00
60752,186.76085432,-61.38522843,4.91,0.74,7.32,0.910,G5III+...,-35.31,-0.26
60754,186.76268514,8.96908978,4.84,1.65,9.52,0.465,F8,-7.72,4.11
60755,186.76505392,-34.97292671,4.45,1.19,8.90,1.168,K2III,-9.70,-16.13
60756,186.77922993,-30.66560722,17.36,1.42,9.43,0.703,G5V,-169.48,-84.04
60757,186.79286562,-3.28749628,3.13,1.19,8.46,1.149,K2,-14.65,-11.18
60758,186.80073399,36.37450321,5.97,0.86,7.66,0.156,Am,8.27,-32.07
60759,186.80689476,27.02528454,36.32,1.93,8.24,1.042,K2V,92.67,-248.44
60760,186.80859628,46.89177185,0.93,1.51,9.48,1.023,K0III,-13.65,-15.60
60761,186.81886106,-55.73494763,1.98,0.74,7.14,-0.008,B8/B9III,-14.97,-1.92
60762,186.82504650,-56.56423158,3.15,1.49,9.25,0.545,F5V,10.21,-24.09
60763,186.82915446,-71.66744480,1.98,0.95,8.97,1.398,G8/K0III,-5.18,-3.31
60765,186.83022350,7.24156317,2.53,1.00,8.20,1.141,K0,-49.63,18.66
60764,186.83197943,75.40353459,23.99,1.37,10.56,1.200,K8,-224.29,123.11
60766,186.84030637,7.14842821,10.53,1.04,8.44,0.436,F2,-24.14,7.08
60767,186.84376587,-32.77713534,0.99,1.04,8.27,1.273,K1III,-6.31,0.17
60768,186.84542141,43.49230708,4.34,1.77,10.49,1.000,G0,-20.12,-13.83
60769,186.85111391,-31.58738681,0.96,2.30,10.81,0.681,Gp...,-41.72,-28.71
60770,186.85198073,-76.75549394,1.21,0.70,7.95,0.898,G0Ib,-17.76,-1.60
60771,186.85352338,-63.78895978,4.96,0.56,6.02,0.052,B8IV,-13.81,-10.90
60772,186.85381330,7.38312639,2.99,3.12,9.20,0.432,A0,-10.08,-1.57
60773,186.85440855,-41.49450853,14.13,1.24,9.44,0.618,G3V,96.68,-126.70
60774,186.85900444,-47.84837334,3.78,3.75,10.10,0.739,F8,-35.34,-24.53
60775,186.86010013,-28.71622354,9.88,0.96,7.44,0.384,A9V,-51.12,-5.21
60776,186.86353058,24.65552250,4.86,1.27,8.30,0.297,F8V,-53.81,-60.91
60777,186.86720851,8.01244005,2.26,1.11,8.06,1.120,K2,-67.41,-22.66
60779,186.86965306,-48.13080522,12.99,1.34,9.28,0.580,G3V,-321.09,-216.07
60778,186.86967011,-30.08515649,5.36,1.09,8.22,0.483,F3V,-36.00,-9.40
60780,186.87015672,-58.31647941,3.73,0.71,6.35,1.612,K4III,-1.09,13.97
60781,186.87031761,-58.99176932,5.76,0.59,5.38,1.543,M4/M5III,-14.95,5.34
60783,186.87326817,37.44236075,36.81,5.03,12.08,0.700,,-227.40,107.01
60782,186.87577263,-76.66516752,1.60,1.91,8.72,0.302,B8III,-9.45,-0.08
60784,186.87636526,11.13633202,5.22,1.20,9.08,0.550,G5,-2.04,-14.08
60785,186.87647841,-21.22659023,4.90,0.86,7.68,1.024,K0III,-89.54,9.40
60786,186.88040600,-55.82289426,1.89,1.08,8.77,-0.021,B8V,-11.98,-0.52
60787,186.88105147,-66.94814081,-0.18,1.02,8.94,1.423,K1/K2III:,-4.16,-0.16
60788,186.88172932,-71.42325821,19.36,1.04,9.38,0.920,K2V,-122.98,115.70
60789,186.88706552,28.10903242,1.99,0.91,7.05,1.209,K1III,9.81,-29.42
60790,186.88798384,17.83440184,4.01,1.06,7.44,0.960,G5III,-37.17,-25.72
60791,186.88812355,41.35508327,5.58,0.75,6.51,0.559,F5,-12.99,-10.55
60792,186.89270853,37.57539946,6.35,1.78,10.36,0.565,F8,-71.74,29.19
60793,186.89471297,-46.79938283,4.71,1.30,8.34,1.570,K4III,-8.27,-2.14
60794,186.89498788,24.22737220,1.30,1.32,8.80,1.055,G8III,-15.63,-1.81
60795,186.89635756,55.71275225,7.43,0.61,5.68,1.582,M2III,-20.94,-11.43
60796,186.90393487,61.15273496,4.42,0.77,8.00,0.203,A2,4.48,0.92
60797,186.90988107,25.91212798,10.90,0.92,6.69,0.180,Am,-9.75,-9.21
60798,186.91185731,-51.08229175,1.23,5.58,11.05,0.690,G,-71.65,14.21
60799,186.91368084,4.41750273,5.19,1.28,8.36,1.007,K0,-19.96,-5.69
60800,186.91486692,6.15438553,1.53,1.25,7.68,0.878,G5,-9.64,4.15
60801,186.91736029,-24.72724786,4.60,0.98,7.32,1.039,K0III,-30.44,-32.69
60802,186.91787217,-15.76775947,19.66,1.72,10.67,1.130,K5V,-123.97,-32.92
60803,186.92341399,14.25784008,10.34,1.49,9.63,0.659,G5,-223.79,108.29
60804,186.92528655,8.61037129,4.54,0.90,6.36,0.935,G8III,22.23,-11.21
60805,186.94301934,27.42281218,6.90,0.90,7.70,0.284,A9V,-36.72,-19.69
60806,186.94347925,-2.38490284,3.31,1.00,7.98,0.782,G5,-70.85,-164.23
60807,186.94437236,-18.23523173,3.31,0.95,7.87,0.292,A8/A9V,6.26,-7.91
120212,,,,,12.24,3.900,C5II,,
60808,186.95302851,-50.33691778,27.42,1.20,8.72,0.872,K2V,-271.76,131.73
60809,186.95605406,-16.63185314,2.55,0.73,6.30,0.868,G5II,-10.33,3.90
60810,186.95710894,46.81480918,6.61,1.51,9.29,0.680,G0,34.06,-1.71
60811,186.95947689,-25.32823219,11.62,1.35,8.71,0.562,G1V,-173.20,-34.63
60812,186.96236365,-10.16709660,5.49,1.61,8.39,0.123,A2,-7.49,-6.13
60813,186.96499562,-4.61528240,10.90,0.86,6.23,0.430,F2III,-86.75,2.27
60814,186.96554546,-60.74909351,1.05,1.41,9.92,0.017,B9Ib,-9.39,-2.45
60815,186.97370153,8.89861056,2.41,1.35,8.85,0.900,G5,-19.01,17.75
60816,186.98176410,-8.67790512,34.41,0.80,6.75,0.584,G0,-224.21,-36.57
60817,186.98590823,-48.99400241,2.02,1.21,8.58,1.089,G8/K0III,-19.75,1.98
60818,186.98703685,-18.60975429,3.65,0.89,7.46,1.176,K0III,-33.34,2.24
60819,186.98764962,-36.70714290,3.94,0.93,7.71,0.025,A0V,-26.44,-10.26
60820,186.99908713,-7.56805806,10.58,0.90,8.11,0.465,F5,-19.59,-17.07
60821,187.00753543,-14.45085524,5.87,0.76,6.81,1.466,K4III,-11.51,-32.94
60822,187.01004125,-35.43237423,4.98,1.14,8.97,0.482,F5V,-6.22,-12.02
60823,187.01004828,-50.23060480,7.36,0.67,3.91,-0.192,B3V,-32.49,-12.41
60824,187.01049409,-56.48943929,3.34,2.15,9.09,0.379,F0IV/V,-41.44,-3.81
60825,187.01122571,-68.73221923,20.53,0.63,7.43,0.467,F5V,-0.61,-153.72
60826,187.01540100,29.81770061,1.42,1.26,9.13,0.948,G8III,-11.86,13.00
60827,187.01551075,-6.92262257,0.42,1.29,9.29,1.061,K0,-39.33,21.39
60828,187.01744108,78.22688824,4.18,0.85,8.67,1.028,K0,3.81,-5.26
60829,187.01760480,-15.65178946,21.67,0.93,8.31,0.710,G6V,-271.86,-135.19
60830,187.01840792,23.14345425,11.22,1.71,9.99,0.650,G5,-186.91,19.08
60831,187.01914318,44.79432132,25.51,2.07,7.50,0.580,G5...,-182.58,-4.16
60832,187.02061250,44.79180427,23.61,3.71,8.12,0.680,K,-178.89,-2.23
60833,187.02161587,18.33065128,2.93,1.22,8.57,1.260,K2,-37.63,-2.15
60834,187.02419629,20.35441374,2.40,0.97,7.80,1.280,K0,-4.09,-1.94
60835,187.03429945,-52.07528751,8.11,1.03,7.82,0.543,F7V,-1.38,-14.33
60836,187.04491611,15.61848965,6.92,1.12,8.59,0.420,F8,-16.75,19.06
60837,187.04787403,-54.28553339,1.76,1.25,9.43,0.364,F2IV,26.02,-27.97
60838,187.04885957,15.25249757,0.75,1.17,8.80,1.120,K0,29.55,-8.07
60839,187.05512422,-53.57691724,6.16,0.93,7.48,1.042,K0III,-21.03,-23.03
60840,187.05787925,25.03355091,8.15,1.26,8.95,0.559,G5,-11.61,-35.91
60841,187.06090842,-70.54511854,6.00,0.72,7.64,1.440,K3III,-41.80,0.33
60842,187.06204704,11.82654867,3.16,1.08,7.88,1.360,K0,-54.21,1.06
60843,187.06820626,3.69710363,3.34,1.14,8.32,1.070,K0,-29.72,-1.01
60844,187.06822010,-19.04763679,2.64,1.09,8.77,1.263,K1III,-13.02,-21.33
60845,187.06995967,-61.76532283,20.59,1.19,6.82,0.670,G3V,75.28,-158.89
60846,187.07045339,12.34485827,2.35,1.51,9.57,0.704,G5,-76.22,-45.78
60847,187.07142323,3.27083016,4.34,1.51,8.89,0.355,A5,14.40,-2.13
60848,187.07226450,45.12887226,19.64,1.33,9.32,0.730,G5III-IV,-26.25,86.19
60849,187.07669622,12.37708895,-3.11,5.66,12.55,,,-183.95,-127.37
60850,187.07684838,4.39660230,8.17,0.85,6.72,0.150,A0,-46.08,-17.72
60851,187.08046209,-64.34096078,10.28,0.60,6.05,0.022,A0Vn,-36.16,-11.79
60852,187.08088644,-38.10188966,14.43,1.09,8.48,0.501,F6V,128.06,-33.10
60853,187.08108690,-16.91115889,35.30,1.20,9.45,0.964,K2V,-560.15,45.96
60854,187.09242111,41.64797613,0.47,1.76,10.76,0.043,A0,-21.30,-33.61
60855,187.09369113,-39.04113804,7.64,0.76,5.45,-0.073,B8/B9V,-28.69,-14.00
60856,187.09451376,81.99656332,8.14,0.68,8.08,0.446,F3IV,-68.87,20.35
60857,187.09491830,-60.07489586,-2.29,1.80,10.74,0.172,B2III,-12.34,0.45
60858,187.09763400,65.47368458,8.76,0.70,8.06,0.466,F3V,-57.20,25.68
60859,187.10471981,-62.07567046,2.92,0.84,8.23,0.029,B8V,-16.55,-9.12
60860,187.10686355,34.62478371,3.54,0.96,8.43,1.104,K1III,-31.51,5.92
60861,187.10712453,-61.79483117,6.60,0.59,6.21,1.253,K2III,-20.10,-4.43
60862,187.11655005,-67.81017279,1.47,1.14,9.18,1.699,M,-8.37,6.04
60863,187.12578703,-59.84601409,1.10,2.24,11.34,0.310,,-9.22,1.08
60864,187.12848037,-33.98524963,9.31,1.25,9.35,0.525,F5V,0.06,-46.55
60865,187.12940785,35.27688094,12.58,3.13,12.12,1.300,,-277.74,2.95
60866,187.13120324,-18.29685881,40.09,1.23,9.24,1.218,K4V,171.80,-176.56
60867,187.13629438,29.58991947,0.44,1.09,8.58,1.646,M0III,-19.85,-12.02
60868,187.13951194,47.96675176,8.56,1.05,8.76,0.403,F5,-10.03,52.93
60869,187.14027338,-56.45768692,5.27,0.99,7.91,0.118,A0/A1V,-21.23,1.48
60870,187.14099776,-56.40726625,23.68,0.72,6.15,0.920,K0/K1III,-232.75,-226.30
60871,187.14335469,12.11749052,4.64,1.06,8.01,1.020,K0,16.46,-22.40
60872,187.14519208,-56.31308345,2.39,1.29,8.94,0.221,A3/A4IV/V,-32.21,-5.98
60873,187.14730546,47.47861552,6.50,1.16,8.82,0.855,G6III,-58.75,2.56
60874,187.14975702,16.76842727,1.94,1.25,8.91,1.553,M0,7.62,-6.65
60875,187.14982336,-60.09305040,-0.84,1.69,10.43,0.173,B3IV,-9.01,-1.88
60876,187.15265606,-11.02221698,11.12,0.99,8.13,0.388,F2,-19.09,-7.81
60877,187.15443861,-39.96831358,2.89,1.44,9.33,0.986,K0IIICN...,-10.59,7.87
60878,187.15587376,-12.03218744,7.96,1.33,9.60,0.440,F8,-69.99,-5.57
60879,187.15635368,48.29133986,3.24,1.40,9.49,0.367,F8,-10.36,-17.46
60880,187.15902221,26.22697321,9.76,0.79,6.52,0.215,Am...,-17.67,-5.66
60881,187.16190932,-16.00560411,3.65,0.82,7.65,1.495,K5III,21.36,-6.58
60882,187.16251177,-69.21153485,4.80,1.09,9.43,0.561,F5,-10.34,-9.70
60883,187.16304112,49.63545848,8.10,0.69,7.09,0.140,A2V,-69.99,14.32
60884,187.16467826,-58.18351669,1.87,1.24,8.41,1.289,K0III,-17.57,-4.17
60885,187.16700525,-55.45532148,7.06,1.13,8.89,0.639,G1,-34.88,-16.02
60886,187.16980517,-22.92367636,2.22,0.96,8.42,1.393,K2/K3III,2.38,-11.95
60887,187.17639624,32.92336000,3.60,1.34,9.87,0.416,F2,-48.60,0.37
60888,187.18083657,-54.14047947,9.06,1.18,9.00,0.542,F6/F7V,-62.49,16.45
60889,187.18331973,68.92019346,7.72,0.78,8.50,0.498,F8,-32.76,21.40
60890,187.18554718,-4.29059156,5.88,1.03,8.20,0.379,F0,3.53,-37.22
60891,187.18574311,25.89936158,12.66,0.93,6.63,0.212,A0p,-18.50,-15.76
60892,187.18606020,4.02415470,0.64,1.97,9.92,0.876,G0,-20.22,-34.78
60893,187.18912027,19.95188820,7.81,0.97,7.68,0.458,F0,-78.28,-19.68
60894,187.19035591,-43.63316652,6.82,1.41,9.50,0.606,G0/G1V,-16.94,-0.94
60895,187.19643634,-27.09726842,5.10,1.83,8.99,1.300,F5V,-59.20,-23.70
60896,187.19949037,13.08800049,4.26,1.29,9.41,0.495,F8,4.95,-23.66
60897,187.20060162,22.00341039,1.98,1.30,9.18,0.970,G5,-17.08,-14.46
60899,187.21237957,-52.30889295,3.24,1.49,9.47,0.367,A9V,-22.62,-5.98
60900,187.21525413,-6.53031074,2.12,0.98,8.15,1.384,K2,-13.67,11.33
60901,187.22241903,-37.96688518,4.43,1.45,7.72,0.885,K0/K1III,-15.18,-12.91
60902,187.22600777,1.14877576,19.57,1.12,8.65,0.558,G5,-103.04,-103.35
60903,187.22738811,32.92360519,4.19,1.17,8.93,0.994,G9III,-10.47,-49.29
60904,187.22799077,25.91288804,12.06,0.84,5.29,-0.056,A0p,-20.21,-15.00
60905,187.22865079,-61.87090884,2.64,0.62,6.93,-0.060,B3V,-11.13,-2.17
60906,187.23260949,-52.17832420,5.16,1.97,8.63,0.200,A4/A5V,10.48,2.72
60907,187.23573098,-67.66069863,9.99,0.96,8.53,0.506,F6V,-77.58,12.54
60908,187.23626415,28.88618247,4.46,1.12,8.59,0.522,F6IV-V,4.69,-0.65
60910,187.24149764,8.42614568,73.77,3.67,11.99,1.668,M:,-634.01,-258.24
60909,187.24151822,16.04359381,6.08,1.81,10.56,0.740,G5,12.83,-141.42
60911,187.25217097,-43.23410556,9.69,1.10,8.30,0.574,F6V,-76.98,-7.01
60912,187.25253753,-83.80268753,4.52,0.57,6.61,0.003,B8V,-15.58,7.20
60913,187.25959502,-64.91681592,10.48,1.12,9.04,0.729,G5V,-37.48,-11.36
60914,187.26012667,48.92005819,2.15,0.94,8.24,1.461,K3IV,21.03,-12.40
60915,187.26601961,5.96066124,5.77,0.87,8.05,0.404,F2,31.39,10.63
60916,187.27149984,6.86522981,4.06,0.98,8.05,1.072,K2,-1.84,1.84
60917,187.27164855,-13.30076039,3.44,0.95,8.43,1.061,K0III,-13.66,-23.65
60918,187.27370256,13.95032288,-1.47,1.35,8.73,1.630,K5,-6.88,5.04
60919,187.27545700,53.26122816,2.93,1.03,8.85,0.297,A2,-32.19,7.35
60936,187.27791820,2.05238781,3.59,6.07,12.88,0.120,,-11.01,4.38
60920,187.28176540,31.39049503,4.22,1.69,7.91,0.627,G0,148.52,-45.40
60921,187.28278983,-75.61901168,2.78,0.74,8.01,1.520,K3/K4III,12.54,7.33
60922,187.28411333,-34.83436187,3.61,0.84,7.07,1.430,K3III,17.60,-25.34
60923,187.28700312,28.29418728,2.35,1.21,8.91,1.490,K4IV,-10.11,-3.64
60924,187.29042975,-2.42955232,1.56,0.86,6.86,1.630,M4III,-20.55,-4.79
60925,187.29059857,43.01504028,2.86,1.14,8.45,1.170,K1III,0.63,3.44
60926,187.30282883,-85.57924918,11.73,0.77,8.12,0.521,F6V,23.38,30.35
60927,187.31302517,34.70339209,10.80,0.87,7.57,0.574,F9V,-110.65,25.12
60928,187.31366426,35.53202600,6.46,1.09,8.52,0.489,G0,20.89,-34.83
60929,187.32858810,-42.16623637,0.03,1.79,10.37,1.071,Gp,2.47,2.16
60930,187.32884155,-30.83982927,25.66,1.34,9.06,0.784,K0V,270.81,-337.09
60931,187.33008143,49.02916833,4.46,1.27,9.34,0.939,G8III,-29.44,-8.76
60932,187.33289915,-54.19783829,2.44,1.19,9.08,0.212,A3IV,-10.40,-8.21
60933,187.33524502,17.32204490,4.51,0.92,7.71,0.112,A0,3.78,-51.28
60934,187.33759202,-38.26397537,1.15,1.56,9.39,3.090,C,-10.24,5.98
60935,187.33835141,-39.65513123,11.38,0.87,7.76,0.451,F5IV,-111.53,-14.72
60937,187.34514840,66.89391089,3.99,0.60,7.03,0.906,G5,13.38,-0.56
60938,187.34550216,-1.23301349,1.77,1.07,8.80,1.723,K5,4.17,-2.30
60939,187.35309066,19.31531516,9.98,1.59,9.89,0.305,A5,-21.47,4.27
60940,187.35765208,-53.96597367,0.59,1.07,8.26,0.897,K0III/IV+..,-6.56,0.16
60941,187.36272398,24.10892077,15.10,0.86,5.47,0.445,F5III,-18.09,1.84
60942,187.36767893,4.83814230,16.70,0.88,7.14,0.407,F2,-136.95,38.15
